Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	FC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	STAT_prfA_Star vs EGDe_280212_FDRBH.ge	STAT_prfA_Star vs EGDe_280212_FDRBY.ge	STAT_prfA_Star vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0113	-0.027904076721130266	-1.01952989327218	0.9741790808873944	1.0	1.0	1.0	-	120654	121106	453			hypothetical protein				TTG	 
lmo0114	-0.44937898812936083	-1.3654523676752535	0.6007157876060647	1.0	1.0	1.0	-	121112	121447	336			repressor C1				ATG	 
lmo0115	-0.03007952060424035	-1.021068404918343	0.9755514742232331	1.0	1.0	1.0	+	121664	122092	429	lma operon - lmaD		hypothetical protein				ATG	 
lmo0116	0.02484534821705875	1.017370627740239	0.9779834503909144	1.0	1.0	1.0	+	122104	122520	417	lma operon - lmaC		hypothetical protein				ATG	 
lmo0117	-0.11495431551945856	-1.0829407525065005	0.8865738601514167	1.0	1.0	1.0	+	122798	123187	390	lma operon - lmaB		antigen B				GTG	 
lmo0118	-0.17672025859267926	-1.1303113762744574	0.8235611690455923	1.0	1.0	1.0	+	123200	123712	513	lma operon - lmaA		antigen A				ATG	 
lmo0119	-0.8745222725186999	-1.8334008818430148	0.32587451191362427	1.0	1.0	1.0	+	123760	124062	303			hypothetical protein				ATG	 
lmo0120	-0.6456662332665601	-1.5644615842440466	0.4439697483107974	1.0	1.0	1.0	+	124104	124508	405			hypothetical protein				GTG	 
lmo0121	-0.5293984515968297	-1.443327258025386	0.544587578488047	1.0	1.0	1.0	+	124495	126363	1869			phage tail protein				ATG	 
lmo0122	-0.6351186821613606	-1.55306550644714	0.46587319847848463	1.0	1.0	1.0	+	126360	127178	819			hypothetical protein				ATG	 
lmo0123	-0.10475546786958034	-1.075312113094433	0.9132418530386673	1.0	1.0	1.0	+	127188	128324	1137			hypothetical protein				ATG	 
lmo0124	-0.31586971565533073	-1.2447618205638613	0.7443107709840407	1.0	1.0	1.0	+	128314	128613	300			hypothetical protein				ATG	 
lmo0125	-0.49864637913892107	-1.4128872867928075	0.5975607168478412	1.0	1.0	1.0	+	128628	129203	576			hypothetical protein				ATG	 
lmo0126	-0.1304770853226005	-1.09465563346415	0.8792994816020602	1.0	1.0	1.0	+	129218	129697	480			hypothetical protein				ATG	 
lmo0127	-0.5555047023792508	-1.469682686905859	0.5667895853830932	1.0	1.0	1.0	+	129694	130230	537			hypothetical protein				ATG	 
lmo0128	-0.7137749695553612	-1.6400899824878028	0.44659290938165175	1.0	1.0	1.0	+	130249	130671	423			hypothetical protein				ATG	 
lmo0129	-0.6324420337490997	-1.5501867577761428	0.4935231370569362	1.0	1.0	1.0	+	130652	131380	729			N-acetylmuramoyl-L-alanine amidase				ATG	 
lmo0130	-0.3078004905166001	-1.2378191016955569	0.7428033543433292	1.0	1.0	1.0	-	131419	133773	2355			5'-nucleotidase				GTG	 
lmo0131	-0.4482121317273702	-1.364348431890069	0.5984388825742043	1.0	1.0	1.0	+	133961	134710	750			hypothetical protein				ATG	 
lmo0132	-0.01955087297669067	-1.0136438720473329	0.9802512106197938	1.0	1.0	1.0	-	134782	136290	1509			inosine 5-monophosphate dehydrogenase				ATG	 
lmo0133	-0.7828759483085701	-1.7205573108832852	0.33591425233373307	1.0	1.0	1.0	+	136469	136702	234			hypothetical protein				ATG	 
lmo0134	-0.6843261932012599	-1.6069512839635804	0.3797690850695752	1.0	1.0	1.0	+	136714	136992	279			hypothetical protein				ATG	 
lmo0135	0.5255439242752082	1.4394761884222058	0.5204166488412858	1.0	1.0	1.0	+	137323	138897	1575			peptide ABC transporter substrate-binding protein				ATG	 
lmo0136	0.31128488134335974	1.2408122901524756	0.6981022537121544	1.0	1.0	1.0	+	138999	139949	951			peptide ABC transporter permease				ATG	 
lmo0137	0.18835579297183003	1.1394643537351214	0.818986948321679	1.0	1.0	1.0	+	139960	140853	894			peptide ABC transporter permease				ATG	 
lmo0138	-0.24422262647096993	-1.1844543743540266	0.7434325190492372	1.0	1.0	1.0	+	141052	141336	285			hypothetical protein				ATG	 
lmo0139	-0.03175268879044957	-1.0222532777963989	0.9684757005244744	1.0	1.0	1.0	+	141337	141705	369			hypothetical protein				ATG	 
lmo0140	-0.18799275453020048	-1.139177656055967	0.8556959454401645	1.0	1.0	1.0	+	141618	143006	1389			hypothetical protein				ATG	 
lmo0141	0.368491474267449	1.2910022135302994	1.0	1.0	1.0	1.0	+	143016	143258	243			hypothetical protein				ATG	 
lmo0142	0.5584358773573097	1.472671729090625	0.3896029052727288	1.0	1.0	1.0	+	143366	143722	357			hypothetical protein				ATG	 
lmo0143	0.35034682101036996	1.2748670659841006	1.1844135672234302E-7	3.061170701469283E-5	2.611180639991569E-4	3.367287771616212E-4	+	144097	144273	177			hypothetical protein				ATG	 
lmo0144	0.5522575391461491	1.4663785007668224	0.28694001236959954	1.0	1.0	1.0	+	144397	144840	444			hypothetical protein				ATG	 
lmo0146	0.18706736373609978	1.1384471853297804	0.6136094240778738	1.0	1.0	1.0	+	145354	145560	207			hypothetical protein				GTG	 
lmo0147	0.41837748736135083	1.33642371365791	0.22074692571101195	1.0	1.0	1.0	+	145869	146306	438			hypothetical protein				TTG	 
lmo0148	0.026447030995530696	1.0185007417575345	0.9557704182685431	1.0	1.0	1.0	+	146306	146656	351			hypothetical protein				ATG	 
lmo0149	0.3668667373813497	1.2895491287167171	0.6215008761292711	1.0	1.0	1.0	+	146764	147381	618			hypothetical protein				ATG	 
lmo0150	0.6882620508511099	1.6113412392319026	0.41783440676690886	1.0	1.0	1.0	+	147399	147764	366			hypothetical protein				ATG	 
lmo0151	0.33044653989847905	1.2574025028441096	0.6968024186571491	1.0	1.0	1.0	+	147884	148291	408			hypothetical protein				TTG	 
lmo0152	0.9883718818130411	1.9839447946998048	0.22855115522148273	1.0	1.0	1.0	-	148354	150009	1656			peptide ABC transporter substrate-binding protein				ATG	 
lmo0153	-0.3246243193519307	-1.2523382847889246	0.6839044052749937	1.0	1.0	1.0	+	150232	151173	942			zinc ABC transporter substrate-binding protein				ATG	 
lmo0154	0.6281378534666802	1.54556877557451	0.5226464779452336	1.0	1.0	1.0	+	151186	151890	705			zinc ABC transporter ATP-binding protein				ATG	 
lmo0155	0.09161689402237982	1.065563739292487	0.9167844765141171	1.0	1.0	1.0	+	151839	152645	807			zinc ABC transporter permease				ATG	 
lmo0156	0.44749749256837035	1.363672769091735	0.16020348216847147	1.0	1.0	1.0	-	152648	153328	681			hypothetical protein				ATG	 
lmo0157	-0.7070309672166193	-1.6324411320116363	0.4878609916215675	1.0	1.0	1.0	+	153608	155947	2340			ATP-dependent helicase				ATG	 
lmo0158	-0.26783893864570985	-1.2040029597725326	0.7549775466172552	1.0	1.0	1.0	+	155993	156805	813			hypothetical protein				ATG	 
lmo0159	-0.4109772539409695	-1.3295861452737538	0.5912874738842084	1.0	1.0	1.0	+	157089	159470	2382			peptidoglycan binding protein				ATG	 
lmo0160	0.4067426330070898	1.325689245248983	0.6927846417157295	1.0	1.0	1.0	+	159663	161378	1716			peptidoglycan binding protein				ATG	 
lmo0161	-0.1667891595273403	-1.1225573556477568	0.8333730681593815	1.0	1.0	1.0	-	161420	162250	831			hypothetical protein				ATG	 
lmo0162	0.3984038998665085	1.3180489037634195	0.6187294547638955	1.0	1.0	1.0	+	162467	163459	993			DNA polymerase III subunit delta'				GTG	 
lmo0163	0.003919164329660774	1.0027202508916326	0.9960755899844149	1.0	1.0	1.0	+	163465	164298	834			hypothetical protein				ATG	 
lmo0164	0.17104047546926004	1.1258701724963374	0.8302674016742859	1.0	1.0	1.0	+	164309	164698	390			DNA replication intiation control protein YabA				TTG	 
lmo0165	0.39489167154489024	1.3148440280642395	0.6416667373451723	1.0	1.0	1.0	+	164756	165508	753			hypothetical protein				TTG	 
lmo0166	0.5363252172641193	1.4502737217096096	0.5378859132902596	1.0	1.0	1.0	+	165492	165764	273			GIY-YIG nuclease				ATG	 
lmo0167	0.18867807075445064	1.139718922479233	0.8204412050831262	1.0	1.0	1.0	+	165761	166642	882			hypothetical protein				GTG	 
lmo0168	0.2462793603930704	1.1861441596019504	0.8083807618584995	1.0	1.0	1.0	-	166687	166971	285			AbrB family transcriptional regulator				ATG	 
lmo0169	-2.2017072678499297	-4.600234061468625	0.016935349153312074	0.830124097290797	1.0	1.0	+	167086	167943	858			glucose transporter				ATG	 
lmo0170	-0.7318860358161992	-1.6608088491442405	0.3513897981850512	1.0	1.0	1.0	+	168005	169270	1266			hypothetical protein				TTG	 
lmo0171	0.72611441606624	1.6541779198602495	0.4783365890399154	1.0	1.0	1.0	+	169510	172008	2499			internalin				ATG	 
lmo0174	0.7313761718740004	1.6602220051412067	0.46082321764474266	1.0	1.0	1.0	-	172903	173208	306			transposase				ATG	 
lmo0175	0.23461508962390987	1.1765927809239138	0.72479883450084	1.0	1.0	1.0	-	173309	174556	1248			peptidoglycan-binding protein				ATG	 
lmo0176	0.20538243158589964	1.1529919429833597	0.8083827982730334	1.0	1.0	1.0	+	174834	175694	861			glucose transporter				TTG	 
lmo0177	-0.028405374522000315	-1.0198842140980737	0.9718977286495191	1.0	1.0	1.0	+	175766	177760	1995	metS		methionyl-tRNA synthetase				TTG	 
lmo0178	0.15096868000883923	1.1103147291408633	0.8824506744843759	1.0	1.0	1.0	+	177924	179138	1215			xylose repressor				ATG	 
lmo0179	0.4087132715426103	1.3275012978884038	0.6911309563336627	1.0	1.0	1.0	+	179174	180052	879			sugar ABC transporter permease				ATG	 
lmo0180	0.26463171994568047	1.2013293442995232	0.766171317597617	1.0	1.0	1.0	+	180052	180900	849			sugar ABC transporter permease				ATG	 
lmo0181	-0.11880954329353965	-1.0858385004016593	0.903817303680799	1.0	1.0	1.0	+	180928	182184	1257			sugar ABC transporter substrate-binding protein				ATG	 
lmo0182	-0.1363593499977407	-1.099127956954566	0.8952958553491921	1.0	1.0	1.0	+	182267	185569	3303			alpha-glucosidase				ATG	 
lmo0183	-0.17826595724465033	-1.1315230370794738	0.8634581973479805	1.0	1.0	1.0	+	185572	187863	2292			alpha-glucosidase				ATG	 
lmo0184	-1.0229254157604402	-2.032035231408389	0.30025363092443524	1.0	1.0	1.0	+	187867	189528	1662			oligo-1,6-glucosidase				ATG	 
lmo0185	0.6087845715975897	1.5249739216736093	0.49629196688144495	1.0	1.0	1.0	+	189625	190398	774			hypothetical protein				TTG	 
lmo0186	-0.04117857101166145	-1.0289540598226337	0.9584954103673787	1.0	1.0	1.0	+	190690	191916	1227			hypothetical protein				ATG	 
lmo0187	0.8533848472047492	1.8067349129626118	0.3170982769514632	1.0	1.0	1.0	+	192018	192593	576			hypothetical protein				ATG	 
lmo0188	-0.07582835163865909	-1.0539660175068948	0.9266452191699931	1.0	1.0	1.0	+	192586	193473	888	ksgA		dimethyladenosine transferase				ATG	 
