NCBI id	RAST id	begin RAST	end RAST	length RAST	diffcenter NCBI-RAST	description RAST
lmo1076	fig|169963.18.peg.1096	1106041	1107759	1719	0	N-acetylglucosaminidase (EC 3.2.1.96) Auto # frameshift
lmo1077	fig|169963.18.peg.1097	1107975	1109663	1689	0	Putative polyribitolphosphotransferase
lmo1078	fig|169963.18.peg.1098	1110577	1109705	873	0	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
lmo1079	fig|169963.18.peg.1099	1110769	1113627	2859	0	FIG028455: hypothetical protein
lmo0010	fig|169963.18.peg.11	12918	13886	969	0	Mevalonate kinase (EC 2.7.1.36)
lmo0109	fig|169963.18.peg.110	116972	117805	834	0	Transcriptional regulator, AraC family
lmo1080	fig|169963.18.peg.1100	1113759	1115630	1872	0	glycosyl transferase
lmo1081	fig|169963.18.peg.1101	1115647	1116513	867	0	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
lmo1082	fig|169963.18.peg.1102	1116532	1117092	561	0	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)
lmo1083	fig|169963.18.peg.1103	1117093	1118079	987	0	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
lmo1084	fig|169963.18.peg.1104	1118082	1118912	831	0	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
lmo1085	fig|169963.18.peg.1105	1119031	1121022	1992	49	CDP-ribitol:poly(ribitol phosphate) ribitol phosphotransferase
lmo1086	fig|169963.18.peg.1106	1121098	1121808	711	0	ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40)
lmo1087	fig|169963.18.peg.1107	1121805	1122830	1026	0	Xylitol dehydrogenase
lmo1088	fig|169963.18.peg.1108	1123017	1124078	1062	49	CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase
lmo1089	fig|169963.18.peg.1109	1124079	1124462	384	0	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)
lmo0110	fig|169963.18.peg.111	117841	118956	1116	0	Esterase/lipase
lmo1090	fig|169963.18.peg.1110	1124484	1125467	984	0	Beta-1,3-glucosyltransferase
lmo1091	fig|169963.18.peg.1111	1125482	1126495	1014	0	Beta-1,3-glucosyltransferase
lmo1092	fig|169963.18.peg.1112	1126704	1128194	1491	0	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
lmo1093	fig|169963.18.peg.1113	1128206	1129030	825	0	NAD synthetase (EC 6.3.1.5)
lmo1094	fig|169963.18.peg.1114	1129043	1129351	309	0	FIG00774496: hypothetical protein
lmo1095	fig|169963.18.peg.1115	1129412	1129816	405	0	PTS system, cellobiose-specific IIB component (EC 2.7.1.69)
lmo1096	fig|169963.18.peg.1116	1129957	1131501	1545	6	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)
lmo1097	fig|169963.18.peg.1117	1132760	1131558	1203	0	Integrase, superantigen-encoding pathogenicity islands SaPI
lmo1098	fig|169963.18.peg.1119	1133696	1133466	231	0	FIG00523622: hypothetical protein
lmo0111	fig|169963.18.peg.112	119060	119770	711	1	FIG00774534: hypothetical protein
lmo1099	fig|169963.18.peg.1120	1134117	1133698	420	0	FIG00515940: hypothetical protein
lmo1100	fig|169963.18.peg.1121	1136595	1134472	2124	0	Cadmium-transporting ATPase (EC 3.6.3.3)
lmo1102	fig|169963.18.peg.1123	1137868	1137533	336	0	Cadmium efflux system accessory protein
lmo1103	fig|169963.18.peg.1124	1138914	1137997	918	0	FIG00628965: hypothetical protein
lmo1104	fig|169963.18.peg.1125	1139895	1138930	966	23	lipoprotein, NLP/P60 family
lmo1105	fig|169963.18.peg.1126	1142099	1139940	2160	0	membrane protein, putative
lmo1106	fig|169963.18.peg.1127	1144549	1142099	2451	0	FIG00627334: hypothetical protein
lmo1107	fig|169963.18.peg.1128	1144928	1144533	396	0	FIG00628675: hypothetical protein
lmo1108	fig|169963.18.peg.1129	1145711	1145211	501	0	FIG01109612: hypothetical protein
lmo0112	fig|169963.18.peg.113	120435	119740	696	0	FIG00774366: hypothetical protein
lmo1109	fig|169963.18.peg.1130	1145944	1145723	222	0	FIG086557: Conjugation related protein
lmo1111	fig|169963.18.peg.1131	1147412	1146228	1185	0	transcriptional regulator, Cro/CI family
lmo1112	fig|169963.18.peg.1132	1149003	1147603	1401	0	FIG00628088: hypothetical protein
lmo1114	fig|169963.18.peg.1134	1149720	1149406	315	0	FIG00627241: hypothetical protein
lmo1115	fig|169963.18.peg.1135	1152508	1149887	2622	16	FIG00776412: hypothetical protein
lmo1116	fig|169963.18.peg.1136	1153010	1153783	774	0	Transcriptional regulator, AraC family
lmo1117	fig|169963.18.peg.1137	1153848	1154204	357	0	Glyoxalase family protein
lmo1118	fig|169963.18.peg.1138	1156381	1154864	1518	0	hypothetical protein
lmo1119	fig|169963.18.peg.1139	1157241	1156384	858	0	DNA-methyltransferase
lmo0113	fig|169963.18.peg.114	121106	120654	453	0	Protein gp35 [Bacteriophage A118]
lmo1121	fig|169963.18.peg.1141	1158020	1158388	369	0	FIG00774977: hypothetical protein
lmo1122	fig|169963.18.peg.1142	1158425	1158844	420	0	FIG00774231: hypothetical protein
lmo1123	fig|169963.18.peg.1143	1158930	1159403	474	0	FIG00774490: hypothetical protein
lmo1124	fig|169963.18.peg.1144	1159393	1159830	438	0	FIG00774565: hypothetical protein
lmo1125	fig|169963.18.peg.1145	1160220	1160753	534	0	FIG00774164: hypothetical protein
lmo1126	fig|169963.18.peg.1146	1160778	1161230	453	0	acetyltransferase, GNAT family
lmo1127	fig|169963.18.peg.1147	1161220	1161675	456	0	FIG00774162: hypothetical protein
lmo1129	fig|169963.18.peg.1149	1163280	1162666	615	0	acetyltransferase, GNAT family
lmo0114	fig|169963.18.peg.115	121447	121112	336	0	Phage repressor
lmo1130	fig|169963.18.peg.1150	1163996	1163277	720	0	FIG00774033: hypothetical protein
lmo1131	fig|169963.18.peg.1152	1164245	1165960	1716	0	Transport ATP-binding protein CydC
lmo1132	fig|169963.18.peg.1153	1165962	1167608	1647	0	Transport ATP-binding protein CydD
lmo1133	fig|169963.18.peg.1154	1167953	1167645	309	0	FIG00774449: hypothetical protein
lmo1134	fig|169963.18.peg.1155	1168021	1168368	348	0	transcriptional regulator, MerR family
lmo1135	fig|169963.18.peg.1156	1168393	1169541	1149	2	FIG00774886: hypothetical protein
lmo1136	fig|169963.18.peg.1158	1170002	1171621	1620	0	Internalin-like protein (LPXTG motif) Lmo1136 homolog
lmo1137	fig|169963.18.peg.1159	1172009	1171662	348	0	FIG00774175: hypothetical protein
lmo0115	fig|169963.18.peg.116	121664	122092	429	0	Listeria protein LmaD, associated with virulence
lmo1138	fig|169963.18.peg.1160	1172648	1172076	573	0	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
lmo1139	fig|169963.18.peg.1161	1173036	1172797	240	0	Lmo1139 protein
lmo1140	fig|169963.18.peg.1162	1173551	1173144	408	0	FIG00774528: hypothetical protein
lmo1141	fig|169963.18.peg.1163	1173643	1174122	480	0	Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76)
lmo1142	fig|169963.18.peg.1164	1174250	1175605	1356	4	Cob(III)alamin reductase @ Cob(II)alamin reductase
lmo1143	fig|169963.18.peg.1165	1175602	1176156	555	0	Propanediol utilization polyhedral body protein PduT
lmo1144	fig|169963.18.peg.1166	1176304	1176654	351	0	Propanediol utilization polyhedral body protein PduU
lmo1145	fig|169963.18.peg.1167	1176660	1177091	432	0	Propanediol utilization protein PduV
lmo1146	fig|169963.18.peg.1168	1177116	1177865	750	0	Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis
lmo1147	fig|169963.18.peg.1169	1177862	1178419	558	0	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
lmo0116	fig|169963.18.peg.117	122104	122520	417	0	LmaC, associated with virulence in Listeria
lmo1148	fig|169963.18.peg.1170	1178421	1179167	747	0	Cobalamin synthase
lmo1149	fig|169963.18.peg.1171	1179168	1179743	576	0	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)
lmo1150	fig|169963.18.peg.1172	1181036	1180152	885	0	Propanediol utilization transcriptional activator
lmo1151	fig|169963.18.peg.1173	1181338	1181625	288	0	Propanediol utilization polyhedral body protein PduA
lmo1153	fig|169963.18.peg.1175	1182440	1184104	1665	0	Propanediol dehydratase large subunit (EC 4.2.1.28)
lmo1154	fig|169963.18.peg.1176	1184142	1184801	660	0	Propanediol dehydratase medium subunit (EC 4.2.1.28)
lmo1155	fig|169963.18.peg.1177	1184818	1185330	513	0	Propanediol dehydratase small subunit (EC 4.2.1.28)
lmo1156	fig|169963.18.peg.1178	1185375	1187195	1821	0	Propanediol dehydratase reactivation factor large subunit
lmo1157	fig|169963.18.peg.1179	1187192	1187539	348	0	Propanediol dehydratase reactivation factor small subunit
lmo0117	fig|169963.18.peg.118	122795	123187	393	1	Listeria protein LmaB, associated with virulence
lmo1158	fig|169963.18.peg.1180	1187552	1187989	438	0	Propanediol utilization polyhedral body protein PduK
lmo1159	fig|169963.18.peg.1181	1188014	1188289	276	0	Propanediol utilization polyhedral body protein PduJ
lmo1160	fig|169963.18.peg.1182	1188293	1188928	636	0	Propanediol utilization protein PduL
lmo1161	fig|169963.18.peg.1183	1188949	1189788	840	0	Ethanolamine utilization protein EutJ
lmo1162	fig|169963.18.peg.1184	1189785	1190264	480	0	Propanediol utilization protein PduM
lmo1163	fig|169963.18.peg.1185	1190269	1190532	264	0	Propanediol utilization polyhedral body protein PduN
lmo1164	fig|169963.18.peg.1186	1190547	1191542	996	0	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)
lmo1165	fig|169963.18.peg.1187	1191549	1192958	1410	0	CoA-acylating propionaldehyde dehydrogenase
lmo1166	fig|169963.18.peg.1188	1192974	1194092	1119	0	Putative iron-containing NADPH-dependent propanol dehydrogenase
lmo1167	fig|169963.18.peg.1189	1194120	1194824	705	0	Glycerol uptake facilitator protein @ Propanediol diffusion facilitator
lmo0118	fig|169963.18.peg.119	123200	123712	513	0	hypothetical protein
lmo1168	fig|169963.18.peg.1190	1194890	1196083	1194	0	Propionate kinase, propanediol utilization (EC 2.7.2.1)
lmo1169	fig|169963.18.peg.1191	1196097	1197182	1086	0	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
lmo1170	fig|169963.18.peg.1192	1197214	1198047	834	21	Threonine kinase in B12 biosynthesis
lmo1171	fig|169963.18.peg.1193	1198637	1199776	1140	0	Alcohol dehydrogenase (EC 1.1.1.1)
lmo1172	fig|169963.18.peg.1194	1200060	1200632	573	5	Ethanolamine two-component response regulator
lmo1173	fig|169963.18.peg.1195	1200625	1202082	1458	0	Ethanolamine sensory transduction histidine kinase
lmo1174	fig|169963.18.peg.1196	1202171	1203592	1422	0	Ethanolamine utilization protein EutA
lmo1175	fig|169963.18.peg.1197	1203634	1204998	1365	0	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)
lmo1176	fig|169963.18.peg.1198	1205018	1205899	882	0	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)
lmo1177	fig|169963.18.peg.1199	1205922	1206575	654	0	Ethanolamine utilization polyhedral-body-like protein EutL
lmo0011	fig|169963.18.peg.12	13843	14814	972	0	Diphosphomevalonate decarboxylase (EC 4.1.1.33)
lmo0119	fig|169963.18.peg.120	123760	124062	303	0	FIG00774706: hypothetical protein
lmo1178	fig|169963.18.peg.1200	1206590	1207111	522	0	Ethanolamine utilization polyhedral-body-like protein EutM
lmo1179	fig|169963.18.peg.1201	1207111	1208571	1461	0	Acetaldehyde dehydrogenase, ethanolamine utilization cluster
lmo1180	fig|169963.18.peg.1202	1208603	1208887	285	0	Ethanolamine utilization protein similar to PduA/PduJ
lmo1181	fig|169963.18.peg.1203	1209053	1209808	756	0	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization
lmo1182	fig|169963.18.peg.1204	1209821	1210462	642	0	Ethanolamine utilization protein similar to PduL
lmo1183	fig|169963.18.peg.1205	1210465	1211031	567	3	Protein clustered with ethanolamine utilization
lmo1184	fig|169963.18.peg.1206	1211046	1211315	270	0	Ethanolamine utilization polyhedral-body-like protein EutN
lmo1185	fig|169963.18.peg.1207	1211365	1211853	489	29	Ethanolamine utilization protein similar to PduT
lmo1186	fig|169963.18.peg.1208	1211869	1212990	1122	0	Ethanolamine permease
lmo1187	fig|169963.18.peg.1209	1212983	1213426	444	0	Ethanolamine utilization protein EutQ
lmo0120	fig|169963.18.peg.121	124104	124508	405	0	FIG00774110: hypothetical protein
lmo1188	fig|169963.18.peg.1210	1213636	1215087	1452	0	Putative major teichoic acid biosynthesis protein C
lmo1189	fig|169963.18.peg.1211	1215679	1215128	552	0	transcriptional regulator, AraC family
lmo1190	fig|169963.18.peg.1213	1215993	1216487	495	0	Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole
lmo1191	fig|169963.18.peg.1214	1216820	1218178	1359	0	Cobyrinic acid A,C-diamide synthase
lmo1192	fig|169963.18.peg.1215	1218175	1219122	948	0	Adenosylcobinamide-phosphate synthase
lmo1193	fig|169963.18.peg.1216	1219135	1219767	633	0	Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)
lmo1194	fig|169963.18.peg.1217	1219783	1220904	1122	0	Cobalt-precorrin-6 synthase, anaerobic
lmo1195	fig|169963.18.peg.1218	1220901	1221497	597	0	Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)
lmo1196	fig|169963.18.peg.1219	1221487	1222056	570	0	Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)
lmo0121	fig|169963.18.peg.122	124495	126363	1869	0	Phage tail length tape-measure protein
lmo1197	fig|169963.18.peg.1220	1222062	1222811	750	0	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)
lmo1198	fig|169963.18.peg.1221	1222798	1223829	1032	0	Cobalamin biosynthesis protein CbiG
lmo1199	fig|169963.18.peg.1222	1223826	1224551	726	0	Cobalt-precorrin-3b C17-methyltransferase
lmo1200	fig|169963.18.peg.1223	1224548	1225300	753	0	Cobalt-precorrin-6x reductase (EC 1.3.1.54)
lmo1201	fig|169963.18.peg.1224	1225300	1226781	1482	0	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
lmo1202	fig|169963.18.peg.1225	1226778	1227563	786	0	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)
lmo1203	fig|169963.18.peg.1226	1227556	1228266	711	0	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)
lmo1204	fig|169963.18.peg.1227	1228263	1228997	735	42	Substrate-specific component CbiM of cobalt ECF transporter
lmo1205	fig|169963.18.peg.1228	1228994	1229290	297	0	Additional substrate-specific component CbiN of cobalt ECF transporter
lmo1206	fig|169963.18.peg.1229	1229277	1229954	678	0	Transmembrane component CbiQ of energizing module of cobalt ECF transporter
lmo0122	fig|169963.18.peg.123	126360	127178	819	0	Phage tail fiber
lmo1207	fig|169963.18.peg.1230	1229967	1230773	807	0	ATPase component CbiO of energizing module of cobalt ECF transporter
lmo1208	fig|169963.18.peg.1231	1230773	1232308	1536	0	Cobyric acid synthase
lmo1209	fig|169963.18.peg.1232	1232272	1232838	567	0	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)
lmo1210	fig|169963.18.peg.1233	1233351	1232884	468	0	membrane protein
lmo1211	fig|169963.18.peg.1234	1233815	1233366	450	0	hypothetical protein
lmo1212	fig|169963.18.peg.1235	1233904	1234434	531	0	FIG00774383: hypothetical protein
lmo1213	fig|169963.18.peg.1236	1234465	1234776	312	0	Transcriptional regulator, PadR family
lmo1214	fig|169963.18.peg.1237	1234779	1235330	552	0	FIG00774857: hypothetical protein
lmo1215	fig|169963.18.peg.1238	1235751	1236539	789	41	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
lmo1216	fig|169963.18.peg.1239	1236836	1237822	987	0	N-acetylmuramoyl-L-alanine amidase, family 4
lmo0123	fig|169963.18.peg.124	127188	128324	1137	0	Putative tail or base plate protein gp18 [Bacteriophage A118]
lmo1217	fig|169963.18.peg.1240	1237934	1239013	1080	0	Peptidase, M42 family
lmo1218	fig|169963.18.peg.1241	1239039	1239797	759	0	FIG011178: rRNA methylase
lmo1219	fig|169963.18.peg.1242	1240201	1239842	360	0	FIG00774663: hypothetical protein
