NCBI id	RAST id	begin RAST	end RAST	length RAST	diffcenter NCBI-RAST	description RAST
LMRG_00537	fig|393133.14.peg.1081	1086666	1087667	1002	0	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
LMRG_00538	fig|393133.14.peg.1082	1087844	1089562	1719	0	N-acetylglucosaminidase (EC 3.2.1.96) Auto # frameshift
LMRG_00539	fig|393133.14.peg.1083	1089778	1091466	1689	0	Putative polyribitolphosphotransferase
LMRG_00540	fig|393133.14.peg.1084	1092380	1091508	873	0	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
LMRG_00541	fig|393133.14.peg.1085	1092572	1095430	2859	0	FIG028455: hypothetical protein
LMRG_00542	fig|393133.14.peg.1086	1095562	1097433	1872	0	glycosyl transferase
LMRG_00543	fig|393133.14.peg.1087	1097450	1098316	867	0	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
LMRG_00544	fig|393133.14.peg.1088	1098335	1098895	561	0	"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
LMRG_00545	fig|393133.14.peg.1089	1098896	1099882	987	0	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
LMRG_02359	fig|393133.14.peg.109	114643	115758	1116	0	Esterase/lipase
LMRG_00546	fig|393133.14.peg.1090	1099885	1100715	831	0	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
LMRG_00547	fig|393133.14.peg.1091	1100834	1102825	1992	0	CDP-ribitol:poly(ribitol phosphate) ribitol phosphotransferase
LMRG_00548	fig|393133.14.peg.1092	1102901	1103611	711	0	ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40)
LMRG_00549	fig|393133.14.peg.1093	1103608	1104633	1026	0	Xylitol dehydrogenase
LMRG_00550	fig|393133.14.peg.1094	1104820	1105881	1062	46	"CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase"
LMRG_00551	fig|393133.14.peg.1095	1105882	1106265	384	0	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)
LMRG_00552	fig|393133.14.peg.1096	1106287	1107270	984	0	"Beta-1,3-glucosyltransferase"
LMRG_00553	fig|393133.14.peg.1097	1107285	1108298	1014	8	"Beta-1,3-glucosyltransferase"
LMRG_00554	fig|393133.14.peg.1098	1108507	1109997	1491	0	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
LMRG_00555	fig|393133.14.peg.1099	1110009	1110833	825	0	NAD synthetase (EC 6.3.1.5)
LMRG_02439	fig|393133.14.peg.11	12919	13887	969	0	Mevalonate kinase (EC 2.7.1.36)
LMRG_02360	fig|393133.14.peg.110	115862	116572	711	1	FIG00774534: hypothetical protein
LMRG_00556	fig|393133.14.peg.1100	1110846	1111154	309	0	FIG00774496: hypothetical protein
LMRG_00557	fig|393133.14.peg.1101	1111215	1111619	405	0	"PTS system, cellobiose-specific IIB component (EC 2.7.1.69)"
LMRG_00558	fig|393133.14.peg.1102	1111760	1113304	1545	6	"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
LMRG_00559	fig|393133.14.peg.1103	1113532	1114305	774	0	"Transcriptional regulator, AraC family"
LMRG_00560	fig|393133.14.peg.1104	1114370	1114726	357	0	Glyoxalase family protein
LMRG_00561	fig|393133.14.peg.1105	1114984	1115268	285	0	FIG00775215: hypothetical protein
LMRG_02864	fig|393133.14.peg.1106	1115269	1115592	324	0	FIG00774173: hypothetical protein
LMRG_02863	fig|393133.14.peg.1107	1115623	1116090	468	0	FIG00774659: hypothetical protein
LMRG_02862	fig|393133.14.peg.1108	1116047	1117012	966	10	FIG00774659: hypothetical protein
LMRG_00563	fig|393133.14.peg.1109	1117024	1117392	369	0	FIG00774977: hypothetical protein
LMRG_02361	fig|393133.14.peg.111	117237	116542	696	0	FIG00774366: hypothetical protein
LMRG_00564	fig|393133.14.peg.1110	1117429	1117848	420	0	FIG00774231: hypothetical protein
LMRG_00565	fig|393133.14.peg.1111	1117934	1118407	474	0	FIG00774490: hypothetical protein
LMRG_00566	fig|393133.14.peg.1112	1118397	1118834	438	0	FIG00774565: hypothetical protein
LMRG_00567	fig|393133.14.peg.1113	1119224	1119757	534	0	FIG00774164: hypothetical protein
LMRG_00568	fig|393133.14.peg.1114	1119782	1120234	453	0	"acetyltransferase, GNAT family"
LMRG_00569	fig|393133.14.peg.1115	1120224	1120679	456	0	FIG00774162: hypothetical protein
LMRG_00570	fig|393133.14.peg.1116	1121691	1120693	999	12	FIG00774090: hypothetical protein
LMRG_00571	fig|393133.14.peg.1117	1122284	1121688	597	0	"acetyltransferase, GNAT family"
LMRG_00572	fig|393133.14.peg.1118	1123000	1122281	720	0	FIG00774033: hypothetical protein
LMRG_00573	fig|393133.14.peg.1119	1123250	1124965	1716	0	Transport ATP-binding protein CydC
LMRG_02362	fig|393133.14.peg.112	117908	117456	453	0	Protein gp35 [Bacteriophage A118]
LMRG_00574	fig|393133.14.peg.1120	1124967	1126613	1647	0	Transport ATP-binding protein CydD
LMRG_00575	fig|393133.14.peg.1121	1126958	1126650	309	0	FIG00774449: hypothetical protein
LMRG_00576	fig|393133.14.peg.1122	1127026	1127373	348	0	"transcriptional regulator, MerR family"
LMRG_00577	fig|393133.14.peg.1123	1127422	1128546	1125	12	FIG00774886: hypothetical protein
LMRG_00579	fig|393133.14.peg.1125	1129007	1130581	1575	0	Internalin-like protein (LPXTG motif) Lmo1136 homolog
LMRG_00580	fig|393133.14.peg.1126	1130969	1130622	348	0	FIG00774175: hypothetical protein
LMRG_00581	fig|393133.14.peg.1127	1131608	1131036	573	0	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
LMRG_00582	fig|393133.14.peg.1128	1131996	1131757	240	0	Lmo1139 protein
LMRG_00583	fig|393133.14.peg.1129	1132511	1132104	408	0	FIG00774528: hypothetical protein
LMRG_02363	fig|393133.14.peg.113	118249	117914	336	0	Phage repressor
LMRG_00584	fig|393133.14.peg.1130	1132603	1133082	480	0	Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76)
LMRG_00585	fig|393133.14.peg.1131	1133210	1134565	1356	4	Cob(III)alamin reductase @ Cob(II)alamin reductase
LMRG_00586	fig|393133.14.peg.1132	1134562	1135116	555	0	Propanediol utilization polyhedral body protein PduT
LMRG_00587	fig|393133.14.peg.1133	1135264	1135614	351	0	Propanediol utilization polyhedral body protein PduU
LMRG_00588	fig|393133.14.peg.1134	1135620	1136051	432	0	Propanediol utilization protein PduV
LMRG_00589	fig|393133.14.peg.1135	1136076	1136825	750	0	Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis
LMRG_00590	fig|393133.14.peg.1136	1136822	1137379	558	0	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
LMRG_00591	fig|393133.14.peg.1137	1137381	1138127	747	0	Cobalamin synthase
LMRG_00592	fig|393133.14.peg.1138	1138128	1138703	576	0	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)
LMRG_00593	fig|393133.14.peg.1139	1139994	1139110	885	0	Propanediol utilization transcriptional activator
LMRG_02364	fig|393133.14.peg.114	118466	118894	429	0	"Listeria protein LmaD, associated with virulence"
LMRG_00594	fig|393133.14.peg.1140	1140296	1140583	288	0	Propanediol utilization polyhedral body protein PduA
LMRG_00595	fig|393133.14.peg.1141	1140576	1141379	804	0	Propanediol utilization polyhedral body protein PduB
LMRG_00596	fig|393133.14.peg.1142	1141398	1143062	1665	0	Propanediol dehydratase large subunit (EC 4.2.1.28)
LMRG_00597	fig|393133.14.peg.1143	1143100	1143759	660	0	Propanediol dehydratase medium subunit (EC 4.2.1.28)
LMRG_00598	fig|393133.14.peg.1144	1143776	1144288	513	0	Propanediol dehydratase small subunit (EC 4.2.1.28)
LMRG_00599	fig|393133.14.peg.1145	1144333	1146153	1821	0	Propanediol dehydratase reactivation factor large subunit
LMRG_00600	fig|393133.14.peg.1146	1146150	1146497	348	0	Propanediol dehydratase reactivation factor small subunit
LMRG_00601	fig|393133.14.peg.1147	1146510	1146947	438	0	Propanediol utilization polyhedral body protein PduK
LMRG_00602	fig|393133.14.peg.1148	1146972	1147247	276	0	Propanediol utilization polyhedral body protein PduJ
LMRG_00603	fig|393133.14.peg.1149	1147251	1147886	636	0	Propanediol utilization protein PduL
LMRG_02365	fig|393133.14.peg.115	118906	119322	417	0	"LmaC, associated with virulence in Listeria"
LMRG_00604	fig|393133.14.peg.1150	1147907	1148746	840	0	Ethanolamine utilization protein EutJ
LMRG_00605	fig|393133.14.peg.1151	1148743	1149222	480	0	Propanediol utilization protein PduM
LMRG_00606	fig|393133.14.peg.1152	1149227	1149490	264	13	Propanediol utilization polyhedral body protein PduN
LMRG_00607	fig|393133.14.peg.1153	1149505	1150500	996	0	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)
LMRG_00608	fig|393133.14.peg.1154	1150507	1151916	1410	0	CoA-acylating propionaldehyde dehydrogenase
LMRG_00609	fig|393133.14.peg.1155	1151932	1153050	1119	0	Putative iron-containing NADPH-dependent propanol dehydrogenase
LMRG_00610	fig|393133.14.peg.1156	1153078	1153782	705	0	Glycerol uptake facilitator protein @ Propanediol diffusion facilitator
LMRG_00611	fig|393133.14.peg.1157	1153848	1155041	1194	0	"Propionate kinase, propanediol utilization (EC 2.7.2.1)"
LMRG_00612	fig|393133.14.peg.1158	1155055	1156140	1086	0	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
LMRG_00613	fig|393133.14.peg.1159	1156172	1157005	834	21	Threonine kinase in B12 biosynthesis
LMRG_02366	fig|393133.14.peg.116	119645	119989	345	23	"Listeria protein LmaB, associated with virulence"
LMRG_00617	fig|393133.14.peg.1160	1157594	1158733	1140	0	Alcohol dehydrogenase (EC 1.1.1.1)
LMRG_00618	fig|393133.14.peg.1161	1159017	1159589	573	30	Ethanolamine two-component response regulator
LMRG_00619	fig|393133.14.peg.1162	1159582	1161039	1458	0	Ethanolamine sensory transduction histidine kinase
LMRG_00620	fig|393133.14.peg.1163	1161128	1162549	1422	0	Ethanolamine utilization protein EutA
LMRG_00621	fig|393133.14.peg.1164	1162591	1163955	1365	0	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)
LMRG_00622	fig|393133.14.peg.1165	1163975	1164856	882	0	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)
LMRG_00623	fig|393133.14.peg.1166	1164879	1165532	654	0	Ethanolamine utilization polyhedral-body-like protein EutL
LMRG_00624	fig|393133.14.peg.1167	1165547	1166068	522	0	Ethanolamine utilization polyhedral-body-like protein EutM
LMRG_00625	fig|393133.14.peg.1168	1166068	1167528	1461	0	"Acetaldehyde dehydrogenase, ethanolamine utilization cluster"
LMRG_00626	fig|393133.14.peg.1169	1167560	1167844	285	0	Ethanolamine utilization protein similar to PduA/PduJ
LMRG_02367	fig|393133.14.peg.117	120002	120514	513	0	hypothetical protein
LMRG_00627	fig|393133.14.peg.1170	1168010	1168765	756	0	"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization"
LMRG_00628	fig|393133.14.peg.1171	1168778	1169419	642	0	Ethanolamine utilization protein similar to PduL
LMRG_00629	fig|393133.14.peg.1172	1169422	1169988	567	0	Protein clustered with ethanolamine utilization
LMRG_00630	fig|393133.14.peg.1173	1170003	1170272	270	0	Ethanolamine utilization polyhedral-body-like protein EutN
LMRG_00631	fig|393133.14.peg.1174	1170322	1170810	489	29	Ethanolamine utilization protein similar to PduT
LMRG_00632	fig|393133.14.peg.1175	1170826	1171947	1122	0	Ethanolamine permease
LMRG_00633	fig|393133.14.peg.1176	1171940	1172383	444	0	Ethanolamine utilization protein EutQ
LMRG_00634	fig|393133.14.peg.1177	1172593	1174044	1452	0	Putative major teichoic acid biosynthesis protein C
LMRG_00635	fig|393133.14.peg.1178	1174635	1174084	552	0	"transcriptional regulator, AraC family"
LMRG_00636	fig|393133.14.peg.1179	1174949	1175443	495	0	Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole
LMRG_02368	fig|393133.14.peg.118	120562	120864	303	0	FIG00774706: hypothetical protein
LMRG_00637	fig|393133.14.peg.1180	1175776	1177134	1359	0	"Cobyrinic acid A,C-diamide synthase"
LMRG_00638	fig|393133.14.peg.1181	1177131	1178078	948	0	Adenosylcobinamide-phosphate synthase
LMRG_00639	fig|393133.14.peg.1182	1178091	1178723	633	0	Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)
LMRG_00640	fig|393133.14.peg.1183	1178739	1179860	1122	0	"Cobalt-precorrin-6 synthase, anaerobic"
LMRG_00641	fig|393133.14.peg.1184	1179857	1180453	597	0	Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)
LMRG_00642	fig|393133.14.peg.1185	1180443	1181012	570	0	Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)
LMRG_00643	fig|393133.14.peg.1186	1181018	1181767	750	0	Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)
LMRG_00644	fig|393133.14.peg.1187	1181754	1182785	1032	0	Cobalamin biosynthesis protein CbiG
LMRG_00645	fig|393133.14.peg.1188	1182782	1183507	726	0	Cobalt-precorrin-3b C17-methyltransferase
LMRG_00646	fig|393133.14.peg.1189	1183504	1184256	753	0	Cobalt-precorrin-6x reductase (EC 1.3.1.54)
LMRG_02369	fig|393133.14.peg.119	120906	121310	405	6	FIG00774110: hypothetical protein
LMRG_00647	fig|393133.14.peg.1190	1184256	1185737	1482	0	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
LMRG_00648	fig|393133.14.peg.1191	1185734	1186519	786	0	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)
LMRG_00649	fig|393133.14.peg.1192	1186566	1187222	657	27	Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)
LMRG_00650	fig|393133.14.peg.1193	1187219	1187953	735	0	Substrate-specific component CbiM of cobalt ECF transporter
LMRG_00651	fig|393133.14.peg.1194	1187950	1188246	297	0	Additional substrate-specific component CbiN of cobalt ECF transporter
LMRG_00652	fig|393133.14.peg.1195	1188233	1188910	678	0	Transmembrane component CbiQ of energizing module of cobalt ECF transporter
LMRG_00653	fig|393133.14.peg.1196	1188923	1189729	807	0	ATPase component CbiO of energizing module of cobalt ECF transporter
LMRG_00654	fig|393133.14.peg.1197	1189729	1191264	1536	0	Cobyric acid synthase
LMRG_00655	fig|393133.14.peg.1198	1191228	1191794	567	0	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)
LMRG_00656	fig|393133.14.peg.1199	1192306	1191839	468	0	membrane protein
LMRG_02440	fig|393133.14.peg.12	13844	14815	972	24	Diphosphomevalonate decarboxylase (EC 4.1.1.33)
LMRG_02370	fig|393133.14.peg.120	121297	123165	1869	0	Phage protein
LMRG_00657	fig|393133.14.peg.1200	1192769	1192320	450	0	hypothetical protein
LMRG_00658	fig|393133.14.peg.1201	1192858	1193388	531	0	FIG00774383: hypothetical protein
LMRG_00659	fig|393133.14.peg.1202	1193419	1193730	312	0	"Transcriptional regulator, PadR family"
LMRG_00660	fig|393133.14.peg.1203	1193733	1194284	552	0	FIG00774857: hypothetical protein
LMRG_00661	fig|393133.14.peg.1204	1194705	1195493	789	0	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
LMRG_00662	fig|393133.14.peg.1205	1195790	1196776	987	14	"N-acetylmuramoyl-L-alanine amidase, family 4"
LMRG_00663	fig|393133.14.peg.1206	1196888	1197967	1080	0	"Peptidase, M42 family"
LMRG_00664	fig|393133.14.peg.1207	1197993	1198751	759	0	FIG011178: rRNA methylase
LMRG_00665	fig|393133.14.peg.1208	1199155	1198796	360	0	FIG00774663: hypothetical protein
LMRG_00666	fig|393133.14.peg.1209	1199312	1199635	324	0	"Transcriptional regulator, HxlR family"
LMRG_02371	fig|393133.14.peg.121	123162	123980	819	0	Phage tail fiber
LMRG_00667	fig|393133.14.peg.1210	1200002	1201054	1053	0	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
LMRG_00668	fig|393133.14.peg.1211	1201054	1203462	2409	0	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
LMRG_00669	fig|393133.14.peg.1212	1203623	1204324	702	0	ABC transporter ATP-binding protein YvcR
LMRG_00670	fig|393133.14.peg.1213	1204338	1207748	3411	0	ABC transporter permease protein
LMRG_00671	fig|393133.14.peg.1214	1207846	1208298	453	0	"transcriptional regulator, MarR family"
LMRG_00672	fig|393133.14.peg.1215	1208314	1211514	3201	0	membrane protein
LMRG_00673	fig|393133.14.peg.1216	1211621	1212295	675	0	"Uracil-DNA glycosylase, family 1"
LMRG_00674	fig|393133.14.peg.1217	1213214	1212333	882	0	Ribonuclease HIII (EC 3.1.26.4)
LMRG_00675	fig|393133.14.peg.1218	1213413	1213676	264	22	Z-ring-associated protein
LMRG_00676	fig|393133.14.peg.1219	1213676	1214218	543	0	Possible colicin V production protein
LMRG_02372	fig|393133.14.peg.122	123990	125126	1137	0	Putative tail or base plate protein gp18 [Bacteriophage A118]
LMRG_00677	fig|393133.14.peg.1220	1214311	1216023	1713	0	DNA polymerase X family
LMRG_00678	fig|393133.14.peg.1221	1216046	1218403	2358	0	Recombination inhibitory protein MutS2
LMRG_00679	fig|393133.14.peg.1222	1218484	1218795	312	0	Thioredoxin
LMRG_00680	fig|393133.14.peg.1223	1218871	1220682	1812	0	Excinuclease ABC subunit C
LMRG_00681	fig|393133.14.peg.1224	1220872	1222086	1215	0	Aspartokinase (EC 2.7.2.4)
