Guide for interpreting SIPHT output
Locus Name	|	UpORFnumber		UpORFname		UpORFdirection	distUpORF	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnORF	DnORFdir.	DnORFnumber	DnORFname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Candidate_47_NC_003210	|	lmo2042		hypothetical protein                           	*	<<<	79	|	2125576	2125698	<<<	122	|	0	<<<	lmo2043	hypothetical protein                          	*	candidate	694	2.1e-25	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	-	-	-	-
Candidate_48_NC_003210	|	lmo2046		2-dehydropantoate 2-reductase                  	*	<<<	73	|	2130152	2130227	<<<	75	|	0	<<<	lmo2047	50S ribosomal protein L32                     	*	candidate	587	1.9e-20	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	3	-	-
Candidate_49_NC_003210	|	lmo2074		hypothetical protein                           	*	>>>	84	|	2154764	2155186	<<<	422	|	36	<<<	lmo2075	hypothetical protein                          	*	candidate	680	3.2e-25	T	1	Listeria_innocua_chromosome	RNA	-	5		Candidate_78_NC_003210(para),Candidate_25_NC_003210(para),Candidate_95_NC_003210(para),Candidate_64_NC_003210(para),Candidate_90_NC_003210(para)	-	-	-	-B.subtilis_sigA_1(10.13|-301)
Candidate_50_NC_003210	|	lmo2195		hypothetical protein                           	*	<<<	35	|	2284296	2284538	<<<	242	|	0	<<<	lmo2196	hypothetical protein                          	*	candidate	1284	3.4e-52	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_51_NC_003210	|	lmo2231		hypothetical protein                           	*	>>>	1	|	2321777	2322032	>>>	255	|	-2	>>>	lmo2232	hypothetical protein                          	*	candidate	1140	1.2e-45	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	5	-	-Multi_Fur(12.02|-242)B.subtilis_sigA_2(11.54|-221)
Candidate_52_NC_003210	|	lmo2356		hypothetical protein                           	*	<<<	55	|	2425589	2425706	<<<	117	|	16	<<<	lmo2357	hypothetical protein                          	*	candidate	499	1.5e-16	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-Multi_Fur(12.26|-260)
Candidate_53_NC_003210	|	lmo2428		hypothetical protein                           	*	<<<	34	|	2498273	2498380	<<<	107	|	0	<<<	lmo2429	hypothetical protein                          	*	candidate	604	3.4e-21	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	-	-	-	-
Candidate_54_NC_003210	|	lmo2458		phosphoglycerate kinase                        	*	<<<	50	|	2531226	2531309	<<<	83	|	0	<<<	lmo2459	glyceraldehyde-3-phosphate dehydrogenase      	*	candidate	670	3.8e-24	B	1	Listeria_innocua_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_55_NC_003210	|	lmo2489		excinuclease ABC subunit B                     	*	<<<	175	|	2567621	2567695	<<<	74	|	0	<<<	lmo2490	hypothetical protein                          	*	candidate	1087	3e-43	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	-	-	0	-	-	-	3	-	-
Candidate_56_NC_003210	|	lmo2536		hypothetical protein                           	*	<<<	435	|	2613039	2613434	<<<	395	|	0	<<<	lmo2537	hypothetical protein                          	*	candidate	3882	5.1e-170	T	1	Listeria_innocua_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_57_NC_003210	|	lmo2559		CTP synthetase                                 	*	<<<	148	|	2639711	2639929	<<<	218	|	0	<<<	lmo2560	hypothetical protein                          	*	candidate	1595	2.3e-66	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	NC_000964_T1box13(-)_-_(hom)	0	-	-	-	-	-	-
Candidate_58_NC_003210	|	lmo2566		hypothetical protein                           	*	<<<	243	|	2646390	2646462	<<<	72	|	1	<<<	lmo2567	hypothetical protein                          	*	candidate	1171	3.8e-47	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	3	-	-
Candidate_59_NC_003210	|	lmo2604		hypothetical protein                           	*	<<<	58	|	2691524	2691672	<<<	148	|	0	<<<	lmo2605	ribosomal protein L17                         	*	candidate	590	8.8e-21	B	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_87_NC_003210(anti)	-	-	-	-
Candidate_60_NC_003210	|	lmo2604		hypothetical protein                           	*	<<<	95	|	2691561	2691672	<<<	111	|	0	<<<	lmo2605	ribosomal protein L17                         	*	candidate	590	8.8e-21	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_87_NC_003210(anti)	-	-	-	-
Candidate_61_NC_003210	|	lmo2662		hypothetical protein                           	*	<<<	51	|	2736454	2736596	<<<	142	|	0	<<<	lmo2663	hypothetical protein                          	*	candidate	970	7.3e-38	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0	-	-	-	-	-	-
Candidate_62_NC_003210	|	lmo2685		hypothetical protein                           	*	>>>	268	|	2759961	2760011	>>>	50	|	135	<<<	lmo2686	hypothetical protein                          	*	candidate	652	7.2e-24	T	2	Listeria_innocua_chromosome<>Listeria_welshimeri_serovar_6b_SLCC5334_chromosome	RNA	-	0		Candidate_63_NC_003210(anti)	-	-	-	-
